date,day,campus,weather,count,meal,soup,main_dish,vegetarian,side_dishes,dessert,day_of_week,week_of_month,month,normalized_count,density
2024-04-05,friday,5,11.26,783,0,26,50,74,12,139,4,0,3,0.3370641411967284,Medium
2024-04-06,saturday,5,12.63,220,0,49,11,72,125,80,5,0,3,0.09470512268618166,Low
2024-04-07,sunday,5,10.91,200,0,32,23,68,49,236,6,0,3,0.08609556607834697,Low
2024-04-08,monday,5,10.63,202,0,27,54,40,29,118,0,1,3,0.08695652173913043,Low
2024-04-09,tuesday,5,11.2,85,0,42,26,58,180,158,1,1,3,0.03659061558329746,Very Low
2024-04-10,wednesday,5,10.28,66,0,37,48,18,177,311,2,1,3,0.0284115368058545,Very Low
2024-04-11,thursday,5,12.16,95,0,21,109,73,67,52,3,1,3,0.04089539388721481,Very Low
2024-04-12,friday,5,12.55,124,0,0,101,18,12,251,4,1,3,0.05337925096857512,Very Low
2024-04-13,saturday,5,12.48,293,0,3,68,26,125,78,5,1,3,0.1261300043047783,Low
2024-04-14,sunday,5,14.11,468,0,46,119,62,162,110,6,1,3,0.2014636246233319,Low
2024-04-15,monday,5,16.25,1017,0,12,21,11,7,134,0,2,3,0.43779595350839434,Medium
2024-04-16,tuesday,5,20.08,1224,0,32,4,34,14,306,1,2,3,0.5269048643994835,High
2024-04-17,wednesday,5,18.81,1822,0,25,105,31,55,82,2,2,3,0.7843306069737409,Very High
2024-04-18,thursday,5,12.3,1597,0,3,75,44,160,95,3,2,3,0.6874730951356005,Very High
2024-04-19,friday,5,11.53,818,0,26,78,43,24,213,4,2,3,0.3521308652604391,Medium
2024-04-20,saturday,5,10.2,555,0,42,26,58,176,62,5,2,3,0.23891519586741283,Medium
2024-04-21,sunday,5,12.78,694,0,0,121,64,149,127,6,2,3,0.298751614291864,Medium
2024-04-22,monday,5,13.61,830,0,37,58,23,31,61,0,3,3,0.3572965992251399,Medium
2024-04-23,tuesday,5,15.51,1256,0,14,70,34,56,77,1,3,3,0.5406801549720189,High
2024-04-24,wednesday,5,19.61,1133,0,12,60,25,146,277,2,3,3,0.4877313818338356,High
2024-04-25,thursday,5,17.23,1189,0,34,24,13,7,304,3,3,3,0.5118381403357727,High
2024-04-26,friday,5,13.38,879,0,47,76,1,67,153,4,3,3,0.37839001291433494,Medium
2024-04-27,saturday,5,12.51,823,0,15,120,73,7,0,5,3,3,0.3542832544123978,Medium
2024-04-28,sunday,5,13.38,674,0,24,19,1,72,202,6,3,3,0.2901420576840293,Medium
2024-04-29,monday,5,13.01,1787,0,15,0,29,125,153,0,4,3,0.7692638829100301,Very High
2024-04-30,tuesday,5,13.66,1041,0,3,31,49,102,26,1,4,3,0.44812742143779594,Medium
2024-05-01,wednesday,5,12.63,665,0,26,8,34,13,37,2,0,4,0.2862677572105037,Medium
2024-05-02,thursday,5,14.26,1245,0,15,27,14,7,301,3,0,4,0.5359448988377099,High
2024-05-03,friday,5,14.13,987,0,0,26,59,111,265,4,0,4,0.42488161859664225,Medium
2024-05-04,saturday,5,12.58,426,0,3,30,76,10,240,5,0,4,0.18338355574687903,Low
2024-05-05,sunday,5,10.43,763,0,37,51,62,141,193,6,0,4,0.32845458458889365,Medium
2024-05-06,monday,5,10.86,847,0,22,72,33,46,212,0,1,4,0.3646147223417994,Medium
2024-05-07,tuesday,5,15.13,1590,0,32,35,18,132,25,1,1,4,0.6844597503228583,Very High
2024-05-08,wednesday,5,14.51,748,0,27,60,26,24,98,2,1,4,0.32199741713301766,Medium
2024-05-09,thursday,5,13.95,1629,0,47,55,36,125,274,3,1,4,0.7012483857081361,Very High
2024-05-10,friday,5,13.13,691,0,37,24,13,12,288,4,1,4,0.29746018080068876,Medium
2024-05-11,saturday,5,11.38,700,0,21,14,31,32,254,5,1,4,0.30133448127421436,Medium
2024-05-12,sunday,5,13.43,823,0,0,85,62,11,123,6,1,4,0.3542832544123978,Medium
2024-05-13,monday,5,10.58,1011,0,3,62,61,28,248,0,2,4,0.4352130865260439,Medium
2024-05-14,tuesday,5,11.28,1725,0,46,69,29,125,164,1,2,4,0.7425742574257426,Very High
2024-05-15,wednesday,5,12.05,969,0,30,18,66,7,10,2,2,4,0.41713301764959104,Medium
2024-05-16,thursday,5,13.05,750,0,32,58,23,155,189,3,2,4,0.32285837279380114,Medium
2024-05-17,friday,5,13.88,619,0,30,8,76,7,314,4,2,4,0.26646577701248386,Medium
2024-05-18,saturday,5,14.61,795,0,0,81,26,132,131,5,2,4,0.34222987516142916,Medium
2024-05-19,sunday,5,14.28,481,0,3,62,61,59,337,6,2,4,0.20705983641842446,Low
2024-05-20,monday,5,14.63,892,0,21,57,47,73,40,0,3,4,0.38398622470942745,Medium
2024-05-21,tuesday,5,14.83,1378,0,47,73,14,101,126,1,3,4,0.5931984502798106,High
2024-05-22,wednesday,5,15.63,1081,0,26,99,13,73,291,2,3,4,0.46534653465346537,Medium
2024-05-23,thursday,5,15.03,727,0,1,58,23,54,75,3,3,4,0.31295738269479123,Medium
2024-05-24,friday,5,15.58,1552,0,2,10,18,84,74,4,3,4,0.6681015927679724,Very High
2024-05-25,saturday,5,15.98,764,0,34,77,38,136,84,5,3,4,0.3288850624192854,Medium
2024-05-26,sunday,5,15.18,1083,0,32,105,34,17,13,6,3,4,0.4662074903142488,Medium
2024-05-27,monday,5,14.53,920,0,20,31,49,159,48,0,4,4,0.39603960396039606,Medium
2024-05-28,tuesday,5,15.63,1126,0,24,78,40,62,32,1,4,4,0.4847180370210934,High
2024-05-29,wednesday,5,18.94,1018,0,27,19,1,17,325,2,4,4,0.438226431338786,Medium
2024-05-30,thursday,5,20.25,1297,0,9,17,34,170,249,3,4,4,0.55832974601808,High
2024-05-31,friday,5,21.36,885,0,3,76,1,17,324,4,4,4,0.3809728798966853,Medium
2024-06-01,saturday,5,23.38,940,0,12,64,44,132,195,5,0,5,0.40464916056823075,Medium
2024-06-02,sunday,5,23.4,854,0,47,9,34,12,22,6,0,5,0.36762806715454155,Medium
2024-06-03,monday,5,24.06,1092,0,15,26,58,171,216,0,1,5,0.47008179078777446,Medium
2024-06-04,tuesday,5,27.48,950,0,15,25,29,139,168,1,1,5,0.4089539388721481,Medium
2024-06-05,wednesday,5,23.23,666,0,42,29,64,46,273,2,1,5,0.28669823504089537,Medium
2024-06-06,thursday,5,22.2,506,0,26,93,65,108,25,3,1,5,0.21782178217821782,Medium
2024-06-07,friday,5,21.56,516,0,12,82,36,100,253,4,1,5,0.22212656048213517,Medium
2024-06-08,saturday,5,21.36,248,0,21,87,21,61,41,5,1,5,0.10675850193715024,Low
2024-06-09,sunday,5,21.69,123,0,1,30,76,106,69,6,1,5,0.052948773138183386,Very Low
2024-06-10,monday,5,23.4,166,0,3,58,23,31,104,0,2,5,0.07145931984502799,Very Low
2024-06-11,tuesday,5,28.7,197,0,27,61,16,143,57,1,2,5,0.08480413258717176,Low
2024-06-12,wednesday,5,24.77,156,0,12,8,17,22,325,2,2,5,0.06715454154111063,Very Low
2024-06-13,thursday,5,25.23,167,0,20,51,31,105,258,3,2,5,0.07188979767541971,Very Low
2024-06-14,friday,5,19.7,136,0,31,106,18,140,67,4,2,5,0.05854498493327594,Very Low
2024-06-15,saturday,5,20.55,50,0,42,62,61,163,214,5,2,5,0.02152389151958674,Very Low
2024-06-16,sunday,5,22.05,44,0,3,14,10,130,167,6,2,5,0.018941024537236333,Very Low
2024-06-17,monday,5,22.55,42,0,40,22,70,53,169,0,3,5,0.018080068876452863,Very Low
2024-06-18,tuesday,5,22.6,42,0,3,91,13,17,241,1,3,5,0.018080068876452863,Very Low
2024-06-19,wednesday,5,22.1,54,0,47,53,21,23,39,2,3,5,0.02324580284115368,Very Low
2024-06-20,thursday,5,22.78,84,0,41,70,36,99,17,3,3,5,0.036160137752905726,Very Low
2024-06-21,friday,5,23.08,38,0,37,30,17,17,319,4,3,5,0.016358157554885924,Very Low
2024-06-22,saturday,5,21.7,119,0,38,75,35,35,58,5,3,5,0.05122686181661645,Very Low
2024-06-23,sunday,5,21.98,103,0,32,18,53,17,296,6,3,5,0.04433921653034869,Very Low
2024-06-24,monday,5,22.0,342,0,42,69,30,67,130,0,4,5,0.14722341799397332,Low
2024-06-25,tuesday,5,22.28,341,0,27,62,61,161,88,1,4,5,0.14679294016358158,Low
2024-06-26,wednesday,5,22.38,370,0,12,76,1,12,309,2,4,5,0.1592767972449419,Low
2024-06-27,thursday,5,21.78,314,0,3,99,13,75,287,3,4,5,0.13517003874300473,Low
2024-06-28,friday,5,22.81,237,0,48,30,17,109,106,4,4,5,0.10202324580284115,Low
2024-06-29,saturday,5,22.77,230,0,29,6,67,109,229,5,4,5,0.09900990099009901,Low
2024-06-30,sunday,5,23.16,275,0,47,48,41,106,94,6,4,5,0.11838140335772708,Low
2024-01-01,monday,1,14.58,143,1,44,0,5,68,239,0,0,0,0.06155832974601808,Medium
2024-01-02,tuesday,1,12.63,355,1,0,101,62,24,226,1,0,0,0.15281962978906585,Medium
2024-01-03,wednesday,1,14.18,349,1,18,70,72,91,228,2,0,0,0.15023676280671544,Medium
2024-01-04,thursday,1,15.45,244,1,43,58,4,138,227,3,0,0,0.10503659061558329,Medium
2024-01-05,friday,1,14.11,342,1,32,4,1,116,44,4,0,0,0.14722341799397332,Medium
2024-01-07,sunday,1,14.05,153,1,42,95,75,169,211,6,0,0,0.06586310804993543,Medium
2024-01-08,monday,1,14.18,332,1,26,25,29,102,138,0,1,0,0.14291863969005597,Medium
2024-01-09,tuesday,1,4.03,348,1,2,16,43,7,272,1,1,0,0.14980628497632373,Medium
2024-01-10,wednesday,1,4.21,203,1,35,27,14,7,330,2,1,0,0.08738699956952217,Medium
2024-01-11,thursday,1,4.8,268,1,17,21,46,0,22,3,1,0,0.11536805854498493,Medium
2024-01-12,friday,1,4.4,260,1,47,48,74,125,85,4,1,0,0.11192423590185105,Medium
2024-01-13,saturday,1,3.33,152,1,20,64,66,144,107,5,1,0,0.0654326302195437,Medium
2024-01-14,sunday,1,5.46,71,1,12,58,4,160,282,6,1,0,0.03056392595781317,Low
2024-01-15,monday,1,11.28,285,1,42,105,43,125,192,0,2,0,0.12268618166164443,Medium
2024-01-16,tuesday,1,9.76,150,1,24,97,72,15,222,1,2,0,0.06457167455876023,Medium
2024-01-17,wednesday,1,11.86,148,1,44,25,50,166,280,2,2,0,0.06371071889797675,Medium
2024-01-18,thursday,1,14.13,103,1,47,99,19,7,295,3,2,0,0.04433921653034869,Low
2024-01-19,friday,1,16.48,186,1,21,38,18,125,1,4,2,0,0.08006887645286268,Medium
2024-01-20,saturday,1,5.58,21,1,30,36,74,125,93,5,2,0,0.009040034438226431,Low
2024-01-21,sunday,1,5.88,27,1,35,113,62,134,239,6,2,0,0.01162290142057684,Low
2024-01-22,monday,1,5.5,110,1,41,76,45,7,132,0,3,0,0.04735256134309083,Low
2024-01-23,tuesday,1,7.5,141,1,3,43,31,38,250,1,3,0,0.06069737408523461,Low
2024-01-24,wednesday,1,6.26,92,1,42,31,48,72,238,2,3,0,0.039603960396039604,Low
2024-01-25,thursday,1,8.78,67,1,26,27,14,116,300,3,3,0,0.028842014636246232,Low
2024-01-26,friday,1,8.11,69,1,32,19,10,68,25,4,3,0,0.0297029702970297,Low
2024-01-27,saturday,1,8.06,21,1,3,48,62,76,22,5,3,0,0.009040034438226431,Low
2024-01-28,sunday,1,5.6,10,1,0,60,25,125,308,6,3,0,0.004304778303917348,Low
2024-01-29,monday,1,4.38,114,1,42,101,18,62,259,0,4,0,0.04907447266465777,Low
2024-01-30,tuesday,1,5.36,84,1,47,30,76,18,233,1,4,0,0.036160137752905726,Low
2024-01-31,wednesday,1,6.53,174,1,29,44,31,125,210,2,4,0,0.07490314248816186,Medium
2024-02-01,thursday,1,7.48,270,1,18,34,29,51,71,3,0,1,0.11622901420576841,Medium
2024-02-02,friday,1,8.08,326,1,15,79,20,4,260,4,0,1,0.14033577270770556,Medium
2024-02-03,saturday,1,8.78,66,1,37,4,5,57,323,5,0,1,0.0284115368058545,Low
2024-02-04,sunday,1,8.8,87,1,16,0,67,125,195,6,0,1,0.03745157124408093,Low
2024-02-05,monday,1,13.88,227,1,0,30,17,7,97,0,1,1,0.09771846749892381,Medium
2024-02-06,tuesday,1,16.03,309,1,29,20,68,46,231,1,1,1,0.13301764959104606,Medium
2024-02-07,wednesday,1,16.31,435,1,12,5,31,175,89,2,1,1,0.18725785622040464,Medium
2024-02-08,thursday,1,17.28,424,1,2,35,42,102,217,3,1,1,0.18252260008609555,Medium
2024-02-09,friday,1,16.11,415,1,37,3,18,7,2,4,1,1,0.17864829961256995,Medium
2024-02-10,saturday,1,16.7,1,1,32,18,66,7,313,5,1,1,0.00043047783039173483,Low
2024-02-11,sunday,1,17.44,1,1,14,101,72,125,219,6,1,1,0.00043047783039173483,Low
2024-02-12,monday,1,16.38,1369,1,17,47,62,104,13,0,2,1,0.589324149806285,Very High
2024-02-13,tuesday,1,14.36,1964,1,29,50,67,7,270,1,2,1,0.8454584588893672,Very High
2024-02-14,wednesday,1,9.08,1933,1,29,41,18,7,267,2,2,1,0.8321136461472234,Very High
2024-02-15,thursday,1,6.58,2157,1,16,10,44,68,183,3,2,1,0.928540680154972,Very High
2024-02-16,friday,1,7.33,1144,1,12,27,14,7,293,4,2,1,0.49246663796814466,Very High
2024-02-17,saturday,1,7.58,345,1,42,4,26,57,154,5,2,1,0.1485148514851485,Medium
2024-02-18,sunday,1,7.23,250,1,18,30,17,116,150,6,2,1,0.1076194575979337,Medium
2024-02-19,monday,1,8.14,2248,1,0,70,67,166,66,0,3,1,0.9677141627206199,Very High
2024-02-20,tuesday,1,9.28,1739,1,3,24,19,116,286,1,3,1,0.7486009470512268,Very High
2024-02-21,wednesday,1,10.68,2289,1,41,47,31,125,263,2,3,1,0.9853637537666811,Very High
2024-02-22,thursday,1,11.78,1619,1,42,31,48,7,315,3,3,1,0.6969436074042187,Very High
2024-02-23,friday,1,15.63,1811,1,15,16,27,121,13,4,3,1,0.7795953508394318,Very High
2024-02-24,saturday,1,17.48,498,1,18,97,45,125,13,5,3,1,0.21437795953508396,Medium
2024-02-25,sunday,1,18.53,347,1,3,19,1,7,310,6,3,1,0.149375807145932,Medium
2024-02-26,monday,1,14.86,2105,1,14,117,29,77,108,0,4,1,0.9061558329746018,Very High
2024-02-27,tuesday,1,12.68,1712,1,16,19,1,116,312,1,4,1,0.7369780456306501,Very High
2024-02-28,wednesday,1,13.03,2323,1,24,105,18,142,243,2,4,1,1.0,Very High
2024-02-29,thursday,1,15.61,1985,1,42,48,67,125,122,3,4,1,0.8544984933275936,Very High
2024-03-01,friday,1,16.75,626,1,15,116,29,125,79,4,0,2,0.269479121825226,High
2024-03-02,saturday,1,14.16,154,1,12,9,47,85,68,5,0,2,0.06629358588032716,Medium
2024-03-03,sunday,1,11.16,138,1,47,4,1,7,315,6,0,2,0.0594059405940594,Low
2024-03-04,monday,1,15.48,620,1,19,2,31,185,193,0,1,2,0.2668962548428756,High
2024-03-05,tuesday,1,12.38,565,1,15,21,47,7,38,1,1,2,0.24321997417133018,High
2024-03-06,wednesday,1,9.01,685,1,27,56,72,7,235,2,1,2,0.29487731381833837,High
2024-03-07,thursday,1,11.86,781,1,29,16,69,7,229,3,1,2,0.3362031855359449,Very High
2024-03-09,saturday,1,8.7,418,1,47,27,14,7,289,5,1,2,0.17993973310374517,Medium
2024-03-10,sunday,1,12.36,105,1,49,60,25,57,178,6,1,2,0.045200172191132156,Low
2024-03-11,monday,1,17.45,522,1,41,108,39,133,257,0,2,2,0.22470942746448558,High
2024-03-12,tuesday,1,16.08,283,1,33,30,76,7,269,1,2,2,0.12182522600086096,Medium
2024-03-13,wednesday,1,13.55,331,1,9,58,23,96,266,2,2,2,0.14248816185966423,Medium
2024-03-14,thursday,1,14.43,318,1,42,18,53,72,294,3,2,2,0.13689195006457167,Medium
2024-03-15,friday,1,9.86,310,1,37,8,31,71,323,4,2,2,0.1334481274214378,Medium
2024-03-16,saturday,1,11.23,128,1,15,62,61,155,185,5,2,2,0.05510116229014206,Low
2024-03-17,sunday,1,12.26,106,1,26,52,34,7,42,6,2,2,0.04563065002152389,Low
2024-03-18,monday,1,15.26,323,1,29,99,13,7,295,0,3,2,0.13904433921653034,Medium
2024-03-19,tuesday,1,14.61,352,1,37,31,48,57,6,1,3,2,0.15152819629789066,Medium
2024-03-20,wednesday,1,6.7,457,1,27,46,43,5,136,2,3,2,0.1967283684890228,Medium
2024-03-21,thursday,1,10.53,411,1,3,26,58,112,59,3,3,2,0.17692638829100302,Medium
2024-03-22,friday,1,8.7,344,1,24,109,61,1,222,4,3,2,0.14808437365475677,Medium
2024-03-23,saturday,1,11.88,191,1,45,88,31,147,76,5,3,2,0.08222126560482135,Medium
2024-03-24,sunday,1,14.83,1,1,9,14,29,12,29,6,3,2,0.00043047783039173483,Low
2024-03-25,monday,1,8.24,12,1,47,19,1,13,184,0,4,2,0.005165733964700818,Low
2024-03-26,tuesday,1,13.48,18,1,12,71,69,125,284,1,4,2,0.007748600947051227,Low
2024-03-27,wednesday,1,21.5,17,1,12,84,18,40,336,2,4,2,0.007318123116659492,Low
2024-03-28,thursday,1,19.7,158,1,32,62,61,46,186,3,4,2,0.0680154972018941,Medium
2024-03-29,friday,1,22.19,421,1,20,56,62,7,143,4,4,2,0.18123116659492036,Medium
2024-03-30,saturday,1,25.31,164,1,27,48,20,142,13,5,4,2,0.0705983641842445,Medium
2024-03-31,sunday,1,23.2,101,1,42,77,38,102,166,6,4,2,0.043478260869565216,Low
2024-04-01,monday,1,23.77,315,1,29,99,13,7,298,0,0,3,0.13560051657339647,Medium
2024-04-02,tuesday,1,25.06,463,1,15,48,20,37,55,1,0,3,0.19931123547137322,Medium
2024-04-03,wednesday,1,18.56,498,1,29,105,74,7,13,2,0,3,0.21437795953508396,Medium
2024-04-04,thursday,1,18.08,452,1,12,14,18,19,235,3,0,3,0.19457597933706414,Medium
2024-04-05,friday,1,20.19,271,1,42,25,51,125,194,4,0,3,0.11665949203616013,Medium
2024-04-06,saturday,1,19.9,76,1,37,62,61,146,106,5,0,3,0.03271631510977185,Low
2024-04-07,sunday,1,15.3,33,1,42,8,44,12,165,6,0,3,0.01420576840292725,Low
2024-04-08,monday,1,15.55,51,1,24,37,66,43,14,0,1,3,0.021954369349978475,Low
2024-04-09,tuesday,1,16.95,39,1,15,16,31,77,64,1,1,3,0.016788635385277657,Low
2024-04-10,wednesday,1,16.45,25,1,3,40,1,62,145,2,1,3,0.01076194575979337,Low
2024-04-11,thursday,1,18.36,43,1,29,58,23,47,99,3,1,3,0.018510546706844596,Low
2024-04-12,friday,1,19.31,53,1,34,88,43,124,65,4,1,3,0.022815325010761944,Low
2024-04-13,saturday,1,19.25,57,1,24,98,62,36,181,5,1,3,0.024537236332328884,Low
2024-04-14,sunday,1,23.31,83,1,15,118,46,60,34,6,1,3,0.03572965992251399,Low
2024-04-15,monday,1,24.19,548,1,47,27,14,7,179,0,2,3,0.23590185105467068,High
2024-04-16,tuesday,1,26.73,623,1,27,35,7,182,119,1,2,3,0.2681876883340508,High
2024-04-17,wednesday,1,25.88,662,1,37,92,44,7,9,2,2,3,0.28497632371932846,High
2024-04-18,thursday,1,15.58,477,1,21,30,17,77,283,3,2,3,0.2053379250968575,Medium
2024-04-19,friday,1,13.88,468,1,12,14,74,8,197,4,2,3,0.2014636246233319,Medium
2024-04-20,saturday,1,13.68,207,1,15,15,62,50,154,5,2,3,0.0891089108910891,Medium
2024-04-21,sunday,1,18.75,235,1,41,80,36,34,155,6,2,3,0.10116229014205769,Medium
2024-04-22,monday,1,20.36,514,1,3,35,18,7,83,0,3,3,0.2212656048213517,High
2024-04-23,tuesday,1,19.11,191,1,0,3,31,58,221,1,3,3,0.08222126560482135,Medium
2024-04-24,wednesday,1,25.9,690,1,47,104,69,120,4,2,3,3,0.297029702970297,High
2024-04-25,thursday,1,24.05,650,1,27,9,72,125,34,3,3,3,0.27981058975462764,High
2024-04-26,friday,1,17.78,623,1,29,11,18,25,188,4,3,3,0.2681876883340508,High
2024-04-27,saturday,1,16.08,172,1,42,62,60,160,105,5,3,3,0.07404218682737838,Medium
2024-04-28,sunday,1,16.45,142,1,26,90,26,126,127,6,3,3,0.06112785191562634,Medium
2024-04-29,monday,1,15.28,524,1,29,103,38,7,77,0,4,3,0.22557038312526906,High
2024-04-30,tuesday,1,15.53,393,1,21,18,66,62,299,1,4,3,0.16917778734395178,Medium
2024-05-01,wednesday,1,14.8,253,1,29,85,43,120,205,2,0,4,0.10891089108910891,Medium
2024-05-02,thursday,1,16.31,624,1,37,91,67,132,127,3,0,4,0.2686181661644425,High
2024-05-03,friday,1,19.12,574,1,12,80,20,142,92,4,0,4,0.24709427464485578,High
2024-05-04,saturday,1,15.68,169,1,20,48,47,24,177,5,0,4,0.07275075333620319,Medium
2024-05-05,sunday,1,15.45,153,1,42,107,66,62,258,6,0,4,0.06586310804993543,Medium
2024-05-06,monday,1,18.28,531,1,44,50,24,24,193,0,1,4,0.22858372793801118,High
2024-05-07,tuesday,1,21.81,529,1,42,76,1,7,271,1,1,4,0.22772277227722773,High
2024-05-08,wednesday,1,23.55,761,1,41,70,20,115,90,2,1,4,0.3275936289281102,Very High
2024-05-09,thursday,1,17.36,808,1,15,16,21,7,175,3,1,4,0.34782608695652173,Very High
2024-05-10,friday,1,16.28,496,1,3,41,65,7,133,4,1,4,0.21351700387430048,Medium
2024-05-11,saturday,1,15.98,179,1,29,11,44,157,146,5,1,4,0.07705553164012054,Medium
2024-05-12,sunday,1,20.11,140,1,34,19,1,7,321,6,1,4,0.060266896254842876,Low
2024-05-13,monday,1,14.11,511,1,24,73,77,62,183,0,2,4,0.2199741713301765,High
2024-05-14,tuesday,1,16.78,563,1,15,78,40,7,33,1,2,4,0.2423590185105467,High
2024-05-15,wednesday,1,16.98,743,1,18,108,76,42,50,2,2,4,0.31984502798105896,Very High
2024-05-16,thursday,1,16.9,621,1,27,67,36,7,279,3,2,4,0.26732673267326734,High
2024-05-17,friday,1,18.7,577,1,25,70,18,80,251,4,2,4,0.248385708136031,High
2024-05-18,saturday,1,19.56,250,1,12,88,31,122,116,5,2,4,0.1076194575979337,Medium
2024-05-19,sunday,1,16.75,144,1,18,107,44,12,11,6,2,4,0.061988807576409816,Medium
2024-05-20,monday,1,18.58,484,1,15,69,73,143,96,0,3,4,0.20835126990959965,Medium
2024-05-21,tuesday,1,19.2,446,1,41,86,31,174,256,1,3,4,0.19199311235471372,Medium
2024-05-22,wednesday,1,20.9,460,1,10,105,29,86,142,2,3,4,0.19801980198019803,Medium
2024-05-23,thursday,1,18.45,455,1,41,29,64,156,204,3,3,4,0.19586741282823936,Medium
2024-05-24,friday,1,19.9,255,1,21,30,76,140,322,4,3,4,0.10977184674989238,Medium
2024-05-25,saturday,1,20.69,276,1,47,79,67,167,23,5,3,4,0.1188118811881188,Medium
2024-05-26,sunday,1,19.38,115,1,3,4,76,17,317,6,3,4,0.04950495049504951,Low
2024-05-27,monday,1,18.19,378,1,15,7,30,17,77,0,4,4,0.16272061988807576,Medium
2024-05-28,tuesday,1,20.11,313,1,26,27,14,17,161,1,4,4,0.134739560912613,Medium
2024-05-29,wednesday,1,24.38,465,1,3,69,25,88,121,2,4,4,0.2001721911321567,Medium
2024-05-30,thursday,1,26.62,449,1,45,46,18,132,12,3,4,4,0.19328454584588894,Medium
2024-05-31,friday,1,27.69,362,1,7,48,65,136,13,4,4,4,0.155832974601808,Medium
2024-06-01,saturday,1,29.1,138,1,41,24,13,106,302,5,0,5,0.0594059405940594,Low
2024-06-02,sunday,1,32.94,100,1,32,58,23,48,264,6,0,5,0.04304778303917348,Low
2024-06-03,monday,1,31.48,324,1,34,101,61,3,120,0,1,5,0.13947481704692208,Medium
2024-06-04,tuesday,1,32.84,266,1,3,19,1,21,30,1,1,5,0.11450710288420146,Medium
2024-06-05,wednesday,1,28.19,426,1,41,111,6,93,70,2,1,5,0.18338355574687903,Medium
2024-06-06,thursday,1,26.28,233,1,37,27,32,65,292,3,1,5,0.10030133448127422,Medium
2024-06-07,friday,1,26.38,238,1,44,21,46,128,271,4,1,5,0.1024537236332329,Medium
2024-06-08,saturday,1,25.94,94,1,0,79,60,151,246,5,1,5,0.04046491605682307,Low
2024-06-09,sunday,1,26.69,67,1,18,33,20,26,53,6,1,5,0.028842014636246232,Low
2024-06-10,monday,1,30.66,166,1,21,67,35,17,201,0,2,5,0.07145931984502799,Medium
2024-06-11,tuesday,1,35.44,152,1,32,66,43,103,195,1,2,5,0.0654326302195437,Medium
2024-06-12,wednesday,1,31.48,156,1,11,63,64,89,140,2,2,5,0.06715454154111063,Medium
2024-06-13,thursday,1,33.6,102,1,42,99,13,12,285,3,2,5,0.04390873869995695,Low
2024-06-14,friday,1,25.36,113,1,25,29,64,130,190,4,2,5,0.048643994834266034,Low
2024-06-15,saturday,1,24.36,20,1,38,45,20,82,117,5,2,5,0.008609556607834697,Low
2024-06-16,sunday,1,26.48,17,1,12,42,8,63,307,6,2,5,0.007318123116659492,Low
2024-06-17,monday,1,28.16,14,1,15,47,22,113,7,0,3,5,0.006026689625484288,Low
2024-06-18,tuesday,1,27.31,8,1,43,31,47,108,247,1,3,5,0.0034438226431338786,Low
2024-06-19,wednesday,1,26.78,22,1,36,55,18,79,200,2,3,5,0.009470512268618166,Low
2024-06-20,thursday,1,27.44,21,1,27,27,14,17,297,3,3,5,0.009040034438226431,Low
2024-06-21,friday,1,26.86,28,1,26,16,18,39,13,4,3,5,0.012053379250968575,Low
2024-06-22,saturday,1,25.5,38,1,0,26,58,112,163,5,3,5,0.016358157554885924,Low
2024-06-23,sunday,1,25.77,113,1,15,88,31,183,114,6,3,5,0.048643994834266034,Low
2024-06-24,monday,1,26.48,270,1,35,28,15,90,268,0,4,5,0.11622901420576841,Medium
2024-06-25,tuesday,1,26.86,432,1,13,68,20,110,91,1,4,5,0.18596642272922945,Medium
2024-06-26,wednesday,1,26.56,483,1,25,115,24,81,224,2,4,5,0.2079207920792079,Medium
2024-06-27,thursday,1,25.77,525,1,26,16,18,39,26,3,4,5,0.22600086095566077,High
2024-06-28,friday,1,25.95,387,1,12,1,40,12,115,4,4,5,0.16659492036160137,Medium
2024-06-29,saturday,1,26.2,188,1,30,27,14,70,7,5,4,5,0.08092983211364614,Medium
2024-06-30,sunday,1,28.31,223,1,12,74,3,145,244,6,4,5,0.09599655617735686,Medium
2024-01-01,monday,1,12.73,251,0,15,2,44,178,220,0,0,0,0.10804993542832544,Medium
2024-01-02,tuesday,1,8.33,233,0,46,24,13,3,28,1,0,0,0.10030133448127422,Medium
2024-01-03,wednesday,1,11.88,344,0,7,36,34,142,86,2,0,0,0.14808437365475677,Medium
2024-01-04,thursday,1,11.98,212,0,13,31,48,68,329,3,0,0,0.09126130004304778,Medium
2024-01-05,friday,1,7.76,387,0,12,37,67,168,206,4,0,0,0.16659492036160137,Medium
2024-01-07,sunday,1,12.95,165,0,19,62,61,44,22,6,0,0,0.07102884201463625,Medium
2024-01-08,monday,1,7.86,317,0,16,71,72,116,15,0,1,0,0.13646147223417995,Medium
2024-01-09,tuesday,1,4.48,150,0,14,30,17,125,218,1,1,0,0.06457167455876023,Medium
2024-01-10,wednesday,1,3.06,222,0,45,102,67,2,172,2,1,0,0.09556607834696514,Medium
2024-01-11,thursday,1,2.76,215,0,15,26,58,184,45,3,1,0,0.09255273353422298,Medium
2024-01-12,friday,1,2.86,135,0,42,24,13,7,331,4,1,0,0.058114507102884204,Low
2024-01-13,saturday,1,1.06,86,0,29,60,25,116,25,5,1,0,0.03702109341368919,Low
2024-01-14,sunday,1,4.6,85,0,46,4,48,88,242,6,1,0,0.03659061558329746,Low
